,file_name,class
0,img00047.png,
1,img00053.png,
2,img00052.png,
3,img00046.png,
4,img00050.png,
5,img00044.png,
6,img00045.png,
7,img00051.png,
8,img00055.png,
9,img00041.png,
10,img00069.png,
11,img00068.png,
12,img00040.png,
13,img00054.png,
14,img00042.png,
15,img00056.png,
16,img00057.png,
17,img00043.png,
18,img00018.png,
19,img00024.png,
20,img00030.png,
21,img00031.png,
22,img00025.png,
23,img00019.png,
24,img00033.png,
25,img00027.png,
26,img00026.png,
27,img00032.png,
28,img00036.png,
29,img00022.png,
30,img00023.png,
31,img00037.png,
32,img00021.png,
33,img00035.png,
34,img00009.png,
35,img00008.png,
36,img00034.png,
37,img00020.png,
38,img00039.png,
39,img00005.png,
40,img00011.png,
41,img00010.png,
42,img00004.png,
43,img00038.png,
44,img00012.png,
45,img00006.png,
46,img00007.png,
47,img00013.png,
48,img00017.png,
49,img00003.png,
50,img00002.png,
51,img00016.png,
52,img00000.png,
53,img00014.png,
54,img00028.png,
55,img00029.png,
56,img00015.png,
57,img00001.png,
58,img00066.png,
59,img00067.png,
60,img00059.png,
61,img00071.png,
62,img00065.png,
63,img00064.png,
64,img00070.png,
65,img00058.png,
66,img00060.png,
67,img00048.png,
68,img00049.png,
69,img00061.png,
70,img00063.png,
71,img00062.png,
72,img00084.png,
73,img00090.png,
74,img00133.png,
75,img00127.png,
76,img00126.png,
77,img00132.png,
78,img00091.png,
79,img00085.png,
80,img00093.png,
81,img00087.png,
82,img00078.png,
83,img00118.png,
84,img00124.png,
85,img00130.png,
86,img00131.png,
87,img00125.png,
88,img00119.png,
89,img00079.png,
90,img00086.png,
91,img00092.png,
92,img00096.png,
93,img00082.png,
94,img00121.png,
95,img00135.png,
96,img00109.png,
97,img00108.png,
98,img00134.png,
99,img00120.png,
100,img00083.png,
101,img00097.png,
102,img00081.png,
103,img00095.png,
104,img00136.png,
105,img00122.png,
106,img00123.png,
107,img00137.png,
108,img00094.png,
109,img00080.png,
110,img00142.png,
111,img00143.png,
112,img00141.png,
113,img00140.png,
114,img00099.png,
115,img00072.png,
116,img00112.png,
117,img00106.png,
118,img00107.png,
119,img00113.png,
120,img00073.png,
121,img00098.png,
122,img00139.png,
123,img00105.png,
124,img00111.png,
125,img00110.png,
126,img00104.png,
127,img00138.png,
128,img00074.png,
129,img00100.png,
130,img00114.png,
131,img00128.png,
132,img00129.png,
133,img00115.png,
134,img00101.png,
135,img00075.png,
136,img00088.png,
137,img00077.png,
138,img00117.png,
139,img00103.png,
140,img00102.png,
141,img00116.png,
142,img00076.png,
143,img00089.png,
144,img00193.png,
145,img00187.png,
146,img00178.png,
147,img00150.png,
148,img00144.png,
149,img00145.png,
150,img00151.png,
151,img00179.png,
152,img00186.png,
153,img00192.png,
154,img00184.png,
155,img00190.png,
156,img00147.png,
157,img00153.png,
158,img00152.png,
159,img00146.png,
160,img00191.png,
161,img00185.png,
162,img00208.png,
163,img00181.png,
164,img00195.png,
165,img00156.png,
166,img00157.png,
167,img00194.png,
168,img00180.png,
169,img00209.png,
170,img00196.png,
171,img00182.png,
172,img00155.png,
173,img00169.png,
174,img00168.png,
175,img00154.png,
176,img00183.png,
177,img00197.png,
178,img00207.png,
179,img00213.png,
180,img00159.png,
181,img00171.png,
182,img00165.png,
183,img00164.png,
184,img00170.png,
185,img00158.png,
186,img00212.png,
187,img00206.png,
188,img00210.png,
189,img00204.png,
190,img00199.png,
191,img00166.png,
192,img00172.png,
193,img00173.png,
194,img00167.png,
195,img00198.png,
196,img00205.png,
197,img00211.png,
198,img00215.png,
199,img00201.png,
200,img00188.png,
201,img00163.png,
202,img00177.png,
203,img00176.png,
204,img00162.png,
205,img00189.png,
206,img00200.png,
207,img00214.png,
208,img00202.png,
209,img00174.png,
210,img00160.png,
211,img00148.png,
212,img00149.png,
213,img00161.png,
214,img00175.png,
215,img00203.png,
216,img00286.png,
217,img00279.png,
218,img00245.png,
219,img00251.png,
220,img00250.png,
221,img00244.png,
222,img00278.png,
223,img00287.png,
224,img00285.png,
225,img00252.png,
226,img00246.png,
227,img00247.png,
228,img00253.png,
229,img00284.png,
230,img00280.png,
231,img00257.png,
232,img00243.png,
233,img00242.png,
234,img00256.png,
235,img00281.png,
236,img00283.png,
237,img00240.png,
238,img00254.png,
239,img00268.png,
240,img00269.png,
241,img00255.png,
242,img00241.png,
243,img00282.png,
244,img00226.png,
245,img00232.png,
246,img00233.png,
247,img00227.png,
248,img00219.png,
249,img00231.png,
250,img00225.png,
251,img00224.png,
252,img00230.png,
253,img00218.png,
254,img00234.png,
255,img00220.png,
256,img00221.png,
257,img00235.png,
258,img00223.png,
259,img00237.png,
260,img00236.png,
261,img00222.png,
262,img00238.png,
263,img00239.png,
264,img00229.png,
265,img00228.png,
266,img00216.png,
267,img00217.png,
268,img00258.png,
269,img00264.png,
270,img00270.png,
271,img00271.png,
272,img00265.png,
273,img00259.png,
274,img00273.png,
275,img00267.png,
276,img00266.png,
277,img00272.png,
278,img00276.png,
279,img00262.png,
280,img00263.png,
281,img00277.png,
282,img00261.png,
283,img00275.png,
284,img00249.png,
285,img00248.png,
286,img00274.png,
287,img00260.png,
288,img00292.png,
289,img00319.png,
290,img00331.png,
291,img00325.png,
292,img00324.png,
293,img00330.png,
294,img00318.png,
295,img00293.png,
296,img00291.png,
297,img00326.png,
298,img00332.png,
299,img00333.png,
300,img00327.png,
301,img00290.png,
302,img00294.png,
303,img00323.png,
304,img00337.png,
305,img00336.png,
306,img00322.png,
307,img00295.png,
308,img00297.png,
309,img00334.png,
310,img00320.png,
311,img00308.png,
312,img00309.png,
313,img00321.png,
314,img00335.png,
315,img00296.png,
316,img00352.png,
317,img00346.png,
318,img00347.png,
319,img00353.png,
320,img00345.png,
321,img00351.png,
322,img00350.png,
323,img00344.png,
324,img00340.png,
325,img00354.png,
326,img00355.png,
327,img00341.png,
328,img00357.png,
329,img00343.png,
330,img00342.png,
331,img00356.png,
332,img00358.png,
333,img00359.png,
334,img00349.png,
335,img00348.png,
336,img00338.png,
337,img00310.png,
338,img00304.png,
339,img00305.png,
340,img00311.png,
341,img00339.png,
342,img00298.png,
343,img00307.png,
344,img00313.png,
345,img00312.png,
346,img00306.png,
347,img00299.png,
348,img00289.png,
349,img00302.png,
350,img00316.png,
351,img00317.png,
352,img00303.png,
353,img00288.png,
354,img00315.png,
355,img00301.png,
356,img00329.png,
357,img00328.png,
358,img00300.png,
359,img00314.png,
360,img00391.png,
361,img00385.png,
362,img00408.png,
363,img00420.png,
364,img00421.png,
365,img00409.png,
366,img00384.png,
367,img00390.png,
368,img00386.png,
369,img00392.png,
370,img00379.png,
371,img00423.png,
372,img00422.png,
373,img00378.png,
374,img00393.png,
375,img00387.png,
376,img00383.png,
377,img00397.png,
378,img00426.png,
379,img00368.png,
380,img00369.png,
381,img00427.png,
382,img00396.png,
383,img00382.png,
384,img00394.png,
385,img00380.png,
386,img00431.png,
387,img00425.png,
388,img00419.png,
389,img00418.png,
390,img00424.png,
391,img00430.png,
392,img00381.png,
393,img00395.png,
394,img00398.png,
395,img00429.png,
396,img00415.png,
397,img00373.png,
398,img00367.png,
399,img00401.png,
400,img00366.png,
401,img00400.png,
402,img00414.png,
403,img00372.png,
404,img00428.png,
405,img00399.png,
406,img00402.png,
407,img00364.png,
408,img00370.png,
409,img00416.png,
410,img00371.png,
411,img00417.png,
412,img00403.png,
413,img00365.png,
414,img00361.png,
415,img00407.png,
416,img00413.png,
417,img00375.png,
418,img00412.png,
419,img00374.png,
420,img00360.png,
421,img00406.png,
422,img00389.png,
423,img00376.png,
424,img00410.png,
425,img00404.png,
426,img00362.png,
427,img00405.png,
428,img00363.png,
429,img00377.png,
430,img00411.png,
431,img00388.png,
432,img00682.png,
433,img00669.png,
434,img00655.png,
435,img00641.png,
436,img00640.png,
437,img00654.png,
438,img00668.png,
439,img00681.png,
440,img00642.png,
441,img00656.png,
442,img00657.png,
443,img00643.png,
444,img00680.png,
445,img00647.png,
446,img00653.png,
447,img00652.png,
448,img00646.png,
449,img00650.png,
450,img00644.png,
451,img00678.png,
452,img00679.png,
453,img00645.png,
454,img00651.png,
455,img00583.png,
456,img00597.png,
457,img00568.png,
458,img00636.png,
459,img00622.png,
460,img00623.png,
461,img00637.png,
462,img00569.png,
463,img00596.png,
464,img00582.png,
465,img00594.png,
466,img00580.png,
467,img00557.png,
468,img00609.png,
469,img00621.png,
470,img00635.png,
471,img00634.png,
472,img00620.png,
473,img00608.png,
474,img00581.png,
475,img00595.png,
476,img00591.png,
477,img00585.png,
478,img00624.png,
479,img00630.png,
480,img00618.png,
481,img00619.png,
482,img00631.png,
483,img00625.png,
484,img00584.png,
485,img00590.png,
486,img00586.png,
487,img00592.png,
488,img00579.png,
489,img00633.png,
490,img00627.png,
491,img00626.png,
492,img00632.png,
493,img00578.png,
494,img00593.png,
495,img00587.png,
496,img00561.png,
497,img00575.png,
498,img00617.png,
499,img00603.png,
500,img00602.png,
501,img00616.png,
502,img00574.png,
503,img00560.png,
504,img00589.png,
505,img00576.png,
506,img00562.png,
507,img00628.png,
508,img00600.png,
509,img00614.png,
510,img00615.png,
511,img00601.png,
512,img00629.png,
513,img00563.png,
514,img00577.png,
515,img00588.png,
516,img00598.png,
517,img00573.png,
518,img00567.png,
519,img00605.png,
520,img00611.png,
521,img00639.png,
522,img00638.png,
523,img00610.png,
524,img00604.png,
525,img00566.png,
526,img00572.png,
527,img00599.png,
528,img00564.png,
529,img00570.png,
530,img00558.png,
531,img00612.png,
532,img00606.png,
533,img00607.png,
534,img00613.png,
535,img00559.png,
536,img00571.png,
537,img00565.png,
538,img00648.png,
539,img00674.png,
540,img00660.png,
541,img00661.png,
542,img00675.png,
543,img00649.png,
544,img00663.png,
545,img00677.png,
546,img00676.png,
547,img00662.png,
548,img00666.png,
549,img00672.png,
550,img00673.png,
551,img00667.png,
552,img00671.png,
553,img00665.png,
554,img00659.png,
555,img00658.png,
556,img00664.png,
557,img00670.png,
558,img00709.png,
559,img00721.png,
560,img00735.png,
561,img00696.png,
562,img00683.png,
563,img00697.png,
564,img00734.png,
565,img00720.png,
566,img00708.png,
567,img00736.png,
568,img00722.png,
569,img00695.png,
570,img00694.png,
571,img00723.png,
572,img00733.png,
573,img00727.png,
574,img00684.png,
575,img00690.png,
576,img00691.png,
577,img00685.png,
578,img00726.png,
579,img00732.png,
580,img00724.png,
581,img00730.png,
582,img00718.png,
583,img00693.png,
584,img00687.png,
585,img00686.png,
586,img00692.png,
587,img00719.png,
588,img00731.png,
589,img00725.png,
590,img00728.png,
591,img00700.png,
592,img00714.png,
593,img00715.png,
594,img00701.png,
595,img00729.png,
596,img00717.png,
597,img00703.png,
598,img00688.png,
599,img00689.png,
600,img00702.png,
601,img00716.png,
602,img00712.png,
603,img00706.png,
604,img00699.png,
605,img00698.png,
606,img00707.png,
607,img00713.png,
608,img00705.png,
609,img00711.png,
610,img00710.png,
611,img00704.png,
612,img00737.png,
613,img00781.png,
614,img00795.png,
615,img00742.png,
616,img00756.png,
617,img00805.png,
618,img00804.png,
619,img00757.png,
620,img00743.png,
621,img00794.png,
622,img00780.png,
623,img00796.png,
624,img00782.png,
625,img00769.png,
626,img00755.png,
627,img00741.png,
628,img00806.png,
629,img00807.png,
630,img00740.png,
631,img00754.png,
632,img00768.png,
633,img00783.png,
634,img00797.png,
635,img00793.png,
636,img00787.png,
637,img00750.png,
638,img00744.png,
639,img00778.png,
640,img00803.png,
641,img00802.png,
642,img00779.png,
643,img00745.png,
644,img00751.png,
645,img00786.png,
646,img00792.png,
647,img00784.png,
648,img00790.png,
649,img00747.png,
650,img00753.png,
651,img00800.png,
652,img00801.png,
653,img00752.png,
654,img00746.png,
655,img00791.png,
656,img00785.png,
657,img00788.png,
658,img00763.png,
659,img00777.png,
660,img00776.png,
661,img00762.png,
662,img00789.png,
663,img00748.png,
664,img00774.png,
665,img00760.png,
666,img00761.png,
667,img00775.png,
668,img00749.png,
669,img00771.png,
670,img00765.png,
671,img00759.png,
672,img00758.png,
673,img00764.png,
674,img00770.png,
675,img00799.png,
676,img00766.png,
677,img00772.png,
678,img00808.png,
679,img00773.png,
680,img00767.png,
681,img00798.png,
682,img00739.png,
683,img00738.png,
684,img00872.png,
685,img00866.png,
686,img00898.png,
687,img00867.png,
688,img00873.png,
689,img00865.png,
690,img00871.png,
691,img00859.png,
692,img00858.png,
693,img00870.png,
694,img00864.png,
695,img00848.png,
696,img00860.png,
697,img00874.png,
698,img00875.png,
699,img00861.png,
700,img00849.png,
701,img00877.png,
702,img00863.png,
703,img00888.png,
704,img00889.png,
705,img00862.png,
706,img00876.png,
707,img00811.png,
708,img00839.png,
709,img00838.png,
710,img00810.png,
711,img00812.png,
712,img00813.png,
713,img00817.png,
714,img00816.png,
715,img00828.png,
716,img00814.png,
717,img00815.png,
718,img00829.png,
719,img00830.png,
720,img00824.png,
721,img00818.png,
722,img00819.png,
723,img00825.png,
724,img00831.png,
725,img00827.png,
726,img00833.png,
727,img00832.png,
728,img00826.png,
729,img00822.png,
730,img00836.png,
731,img00837.png,
732,img00823.png,
733,img00809.png,
734,img00835.png,
735,img00821.png,
736,img00820.png,
737,img00834.png,
738,img00853.png,
739,img00847.png,
740,img00890.png,
741,img00884.png,
742,img00885.png,
743,img00891.png,
744,img00846.png,
745,img00852.png,
746,img00844.png,
747,img00850.png,
748,img00878.png,
749,img00887.png,
